CustomerID,Name,Gender,Age,City,SignupDate,LastPurchaseDate,PurchaseAmount,FeedbackScore,Email,PhoneNumber,Country
CUST6313,Jennifer Cook,female,46,,2023-07-24,2023-11-14,44858.66,,joelbrown@example.org,1302805032,
CUST6314,Ricky Tucker,F,39,KOLKATA,2021-07-18,2023-11-14,39357.96,3.0,staciehudson@example.net,8785082736,India
CUST6315,Tiffany Jensen,female,-10,DELHI,2019-01-28,2024-01-16,41417.06,2.0,carolynlee@example.com,2051513020,
CUST6316,Alan Greene,F,59 years,Bangalore,2020-10-07,2024-10-19,4948.17,4.0,christophermoore@example.org,7405105148,uk
CUST6317,Ronnie Chandler,f,36.0,,2020-01-26,,6251.87,7.0,espinozakimberly@example.net,6844888456,canada
CUST6318,Karen Henry,M,-9,hyderabad,2016-06-14,,45578.16,1.0,ewingantonio@example.net,1254604243,
CUST6319,Amy Elliott,f,,HYDERABAD,2016-10-22,2024-11-09,44429.04,10.0,joseph07@example.org,2816637468,AUSTRALIA
CUST6320,Erin Norton,M,36,Mumbai,2020-03-07,2021-12-03,47798.16,10.0,millerchristopher@example.com,9797559238,
CUST6321,Tyler Porter MD,female,47,BANGALORE,2018-01-25,,20953.57,5.0,justinlopez@example.net,7682996368,InDia
CUST6322,Joshua Garcia,FEMALE,-5,HYDERABAD,2021-02-12,2025-11-09,10434.18,2.0,santiagochristopher@example.net,9944242797,canada
CUST6323,James Harrison,f,,KOLKATA,2023-02-16,2025-07-07,21162.17,10.0,bennettrebecca@example.net,6179307940,InDia
CUST6324,Joan Phillips,FEMALE,-7,chennai,2017-06-20,2024-01-07,7840.42,10.0,bridgesstephanie@example.org,1681743015,India
CUST6325,Tony Cordova,male,70,Mumbai,2024-10-18,2024-04-18,48936.17,10.0,shellyquinn@example.net,4380470999,usa
CUST6326,Veronica Carney,M,32 years,kolkata,2016-04-30,2023-08-23,4712.48,8.0,cooperrick@example.org,2885429044,INDIA
CUST6327,Thomas Thomas,m,62,DELHI,2016-04-29,2024-08-16,15705.7,9.0,robertsanchez@example.net,8422555572,Uk
CUST6328,Christopher Cruz,m,28,BANGALORE,2022-09-21,2025-11-24,15827.58,,kayla11@example.com,4670112881,usa
CUST6329,Jennifer Friedman,F,33.0,MUMBAI,2019-04-07,2022-06-21,46353.89,9.0,kyle91@example.org,6908557408,InDia
CUST6330,Amanda Taylor,FEMALE,,BANGALORE,2020-04-23,2021-12-12,47359.52,8.0,ljenkins@example.com,4015591627,Usa
CUST6331,Corey Anderson,male,45,HYDERABAD,2021-02-01,2025-03-26,2379.75,4.0,joseph64@example.com,5142399499,uk
CUST6332,Devin Wright,female,43 years,,2022-08-02,2025-05-26,7052.43,8.0,blakeedwards@example.com,6805015883,InDia
CUST6333,Danielle Jackson,,-4,,2025-03-27,2022-01-14,38646.14,7.0,aharris@example.net,2599877899,CANADA
CUST6334,Kathleen Ramirez,m,52.0,Chennai,2022-09-13,2024-08-23,13029.72,6.0,amandanelson@example.com,7052960102,Usa
CUST6335,Michelle Doyle,FEMALE,68 years,HYDERABAD,2025-02-23,2024-12-31,32117.51,1.0,danielsalexander@example.net,0938356751,usa
CUST6336,Robert Harris,female,68.0,KOLKATA,2025-04-24,2025-09-23,1195.64,6.0,david16@example.net,4832485711,INDIA
CUST6337,Mrs. Paula Garcia,male,67,hyderabad,2023-09-15,2023-07-08,6341.94,8.0,bmiller@example.net,7049912405,India
CUST6338,Steven Brown,male,20.0,mumbai,2016-01-09,,16105.0,,julielee@example.net,0551900891,Usa
CUST6339,Mario Hernandez,FEMALE,58,,2017-12-01,,30527.01,8.0,ipierce@example.net,1217409663,canada
CUST6340,Joseph Carr,M,-4,HYDERABAD,2016-02-16,,7945.18,10.0,hcollins@example.net,0488061740,INDIA
CUST6341,Ryan Mcdonald,m,47,kolkata,2022-08-25,2023-03-03,35670.34,10.0,tonyadavis@example.com,0252213587,
CUST6342,John Harris,male,-2,hyderabad,2017-09-13,2024-01-17,17015.56,2.0,joneswilliam@example.com,4290929185,CANADA
CUST6343,Autumn Clark,FEMALE,,hyderabad,2016-08-31,,,3.0,jennifer79@example.com,2884313712,InDia
CUST6344,Christina Howard,m,-8,Bangalore,2021-04-12,2022-10-28,,4.0,browntimothy@example.org,0976100500,CANADA
CUST6345,Bryan Moses,F,-10,KOLKATA,2019-01-16,2024-06-20,34737.67,1.0,nicholasochoa@example.net,3309285737,
CUST6346,Ms. Jennifer Phillips,m,45 years,CHENNAI,2018-08-23,2021-08-26,,9.0,carlos63@example.net,2057840440,InDia
CUST6347,Lynn Mitchell,M,24.0,HYDERABAD,2017-11-09,2024-05-28,22325.31,1.0,epetersen@example.org,0309799625,Canada
CUST6348,Dawn Rodgers,F,,BANGALORE,2019-06-13,2023-12-20,36882.73,2.0,marcthomas@example.net,8922015543,InDia
CUST6349,Larry Brown,female,-1,Mumbai,2017-03-04,,43727.43,3.0,matthew23@example.com,4613244532,Uk
CUST6350,Mario Reyes,M,-4,,2025-10-05,2024-08-06,46661.92,4.0,cfrey@example.com,1889277303,canada
CUST6351,Mary Mckay,female,-6,Chennai,2022-07-24,,25141.51,8.0,dbauer@example.org,1002343873,uk
CUST6352,Melinda Walker,f,-1,kolkata,2020-10-23,2021-02-07,46957.34,3.0,deborahperry@example.com,7281961653,INDIA
CUST6353,Stephen Farmer,M,51,Kolkata,2022-01-02,2025-09-07,32303.05,2.0,waynemiller@example.net,9040704208,australia
CUST6354,Seth King DDS,FEMALE,60,hyderabad,2020-10-10,2025-08-15,,8.0,lrivera@example.net,0731991590,uk
CUST6355,Kerry Fox,f,-4,Bangalore,2021-11-26,2024-09-02,14167.39,7.0,ghinton@example.com,9527427682,
CUST6356,Nicole Vincent,,67 years,Mumbai,2021-03-26,2024-01-04,45286.88,7.0,brianajoseph@example.net,3718992086,australia
CUST6357,Amy Luna,,28 years,bangalore,2018-03-26,,44036.5,2.0,andreawhite@example.org,2476988549,uk
CUST6358,Scott Jones,female,67 years,HYDERABAD,2022-06-14,2021-03-28,14125.11,2.0,hilljames@example.net,2344381374,usa
CUST6359,Amy Rogers,female,-2,delhi,2019-08-28,2024-04-03,29651.71,1.0,toddkeller@example.com,8241582486,Usa
CUST6360,Renee Harris,m,46.0,CHENNAI,2015-12-23,2025-07-13,19430.31,8.0,david78@example.com,4310094527,USA
CUST6361,Jessica Graham,m,29.0,CHENNAI,2022-03-05,2023-05-14,26374.31,,shorttyler@example.org,6932915534,InDia
CUST6362,Karen Robinson,male,27 years,,2021-07-08,,34377.23,7.0,michelle34@example.com,2976727798,
CUST6363,Brenda Frederick,female,52.0,hyderabad,2017-04-27,2025-09-29,45161.46,7.0,liubrooke@example.net,7749763035,InDia
CUST6364,Derrick Zimmerman,M,70.0,BANGALORE,2022-09-29,2021-04-27,47416.66,2.0,michelle37@example.com,9317548301,Canada
CUST6365,Mckenzie Hernandez,female,,,2020-03-01,2024-01-07,48622.16,2.0,jessicaswanson@example.org,1084664328,InDia
CUST6366,Scott Howell,F,-10,,2022-03-31,2023-05-02,23774.27,4.0,jonesnicole@example.net,5065213964,uk
CUST6367,Brian Duran,female,57.0,DELHI,2022-09-27,2025-06-10,22889.24,5.0,deborah46@example.com,2847509216,Usa
CUST6368,Teresa Carter,m,29.0,bangalore,2019-11-23,2024-05-15,12054.09,1.0,johnsonjoseph@example.net,3252521455,InDia
CUST6369,Thomas Graham,female,,,2024-09-26,2025-02-10,22449.23,2.0,daniel55@example.net,1149814804,Usa
CUST6370,Eric Rojas,male,-10,,2016-07-08,2023-09-09,27692.46,9.0,james56@example.net,0053279722,canada
CUST6371,Aaron Shaw,m,63 years,bangalore,2019-04-27,2025-10-15,47989.97,5.0,michaelboyle@example.org,6864680605,InDia
CUST6372,William Esparza,male,43,Kolkata,2025-03-30,2022-04-25,35796.02,3.0,vhunter@example.com,2202208315,InDia
CUST6373,James Lewis,M,42,Bangalore,2023-02-24,2024-04-27,40011.57,3.0,burchmichael@example.com,5839934108,InDia
CUST6374,Troy Mcdonald,female,,MUMBAI,2021-11-20,2025-11-10,45631.82,2.0,charleswhitehead@example.org,0872851221,
CUST6375,James Curry,female,56,mumbai,2016-08-16,2025-02-15,18380.18,8.0,chambersmegan@example.org,5224869446,uk
CUST6376,Andrew Garcia,,63.0,KOLKATA,2015-12-14,2023-08-12,37396.73,9.0,karenvargas@example.net,5085488936,
CUST6377,Anthony Sanders,FEMALE,50.0,mumbai,2019-09-15,2024-08-06,19674.3,10.0,teresa10@example.net,3548996099,
CUST6378,Scott Chavez,m,63 years,Chennai,2021-02-27,2021-03-08,49233.22,2.0,ewang@example.com,3414881463,InDia
CUST6379,Stephanie Grant,,,BANGALORE,2017-07-13,2024-01-16,3334.1,8.0,tjones@example.org,4115369971,
CUST6380,Jose Frost,f,65 years,BANGALORE,2016-01-21,2023-09-12,22431.47,5.0,johnsonmegan@example.com,1418122403,Canada
CUST6381,Dustin Berry,female,50 years,mumbai,2023-09-19,2022-05-31,2086.18,3.0,shawna49@example.net,9475750287,usa
CUST6382,Brett Washington,F,,Delhi,2024-08-03,2024-01-06,28852.93,5.0,alex00@example.net,4020907441,InDia
CUST6383,Mark Tucker,female,59,Chennai,2018-01-07,2023-03-28,1332.01,2.0,dukechristopher@example.com,2768925755,AUSTRALIA
CUST6384,Christine Williams,male,-2,bangalore,2023-08-10,2023-05-18,21176.09,7.0,welchamanda@example.org,1142387790,
CUST6385,Melissa Navarro,,,KOLKATA,2019-03-16,2022-02-26,43534.05,3.0,coopercristina@example.com,1100906500,InDia
CUST6386,Joanna Franco,M,27.0,CHENNAI,2023-09-01,,41312.97,3.0,juarezkaren@example.org,4695677256,
CUST6387,Melvin Coleman,f,59 years,bangalore,2017-01-21,2021-10-05,10574.21,,sergiofletcher@example.net,5200484101,usa
CUST6388,James Freeman,female,45.0,,2023-04-26,2025-02-16,26307.68,6.0,ubaker@example.net,9709400905,uk
CUST6389,John Fuller,m,26,Bangalore,2016-12-23,2022-04-06,23486.54,7.0,gadkins@example.org,1493037744,
CUST6390,Tonya Hayes,,26.0,bangalore,2017-08-02,,17041.83,4.0,leeautumn@example.org,6322780398,India
,Jessica Gibbs,female,62 years,BANGALORE,2023-12-19,2021-05-19,3588.31,8.0,kbrennan@example.net,9781151886,UK
CUST6392,Amanda Black,M,26,kolkata,2017-05-03,2024-02-19,9891.09,3.0,chad00@example.com,9243636764,Canada
CUST6393,John Hart,f,,kolkata,2019-05-23,,4933.88,8.0,juliahardy@example.net,9568280212,INDIA
CUST6394,Aaron Scott,female,41.0,delhi,2021-10-13,,39021.99,5.0,simpsonjoshua@example.org,2217674457,
CUST6395,Philip Morales,FEMALE,25 years,KOLKATA,2018-07-31,2025-12-01,26976.4,7.0,sherrymorales@example.org,4544360172,Uk
CUST6396,Erik Rose,,24.0,,2024-12-26,2021-05-24,2259.25,5.0,cjohnson@example.net,7449418661,uk
CUST6397,Linda James,,54 years,Chennai,2023-07-09,2023-09-03,42952.4,7.0,pcraig@example.org,6247993742,InDia
CUST6398,Mikayla Hall,M,29.0,,2017-04-30,2023-05-09,17239.84,,mchapman@example.org,0737987182,InDia
CUST6399,Sydney Spencer,FEMALE,19.0,delhi,2019-01-03,2022-10-14,42763.68,1.0,luiswiley@example.com,5980870697,Usa
CUST6400,Brittney Mcguire,female,23 years,KOLKATA,2017-06-17,2022-01-06,47819.84,8.0,christina44@example.net,9848479608,
CUST6401,Nicole Mitchell,male,37,CHENNAI,2024-11-04,2025-03-14,43183.2,6.0,vicki72@example.org,2904718644,USA
CUST6402,Paul Collins,m,49 years,bangalore,2021-01-26,2024-11-11,42023.33,,omaroneal@example.net,0853841984,CANADA
CUST6403,Timothy Anthony,female,51.0,,2024-05-08,2021-10-27,49817.43,7.0,josephbaker@example.com,7605284690,India
CUST6404,Jennifer Smith,FEMALE,,mumbai,2025-03-08,,29537.09,8.0,russellbrenda@example.net,9013543335,UK
,Jessica Pearson,male,61.0,Hyderabad,2021-10-20,2025-04-07,15650.33,1.0,larrywoodard@example.com,5193846029,Usa
CUST6406,Shane Kidd,,20 years,hyderabad,2017-10-17,2022-04-08,17617.89,8.0,valenzuelajennifer@example.net,9049370263,canada
CUST6407,Danielle Sparks,f,-9,Hyderabad,2019-07-06,2021-06-17,36224.68,2.0,ereyes@example.org,9871131330,australia
CUST6408,Sean Wheeler,female,57 years,HYDERABAD,2016-04-12,2024-11-23,43237.52,10.0,bonnie78@example.com,3700929927,Canada
CUST6409,Mark Joyce,female,53.0,bangalore,2018-08-10,2023-04-10,17542.59,5.0,maciasclarence@example.net,8804157746,CANADA
CUST6410,Yvonne Evans,m,,,2018-04-11,2021-12-12,46124.46,6.0,caitlin35@example.net,2071921141,INDIA
CUST6411,Eric Zimmerman,male,35.0,KOLKATA,2023-01-12,2024-09-12,,10.0,bgross@example.com,8807660593,uk
CUST6412,Austin Williams,m,-8,Delhi,2018-12-23,2021-03-12,10196.66,,whitneyrodriguez@example.com,6403036035,CANADA
CUST6413,Vanessa Walker,M,54 years,delhi,2020-06-05,2021-02-11,23427.93,10.0,pjames@example.com,1653062677,
CUST6414,Mrs. Christina Harrison,female,42,BANGALORE,2024-08-28,2021-07-20,33475.97,1.0,parktimothy@example.org,6931244976,
CUST6415,Suzanne Simpson DDS,m,53.0,kolkata,2017-07-04,2024-09-09,42468.69,7.0,amycole@example.org,5654747302,InDia
CUST6416,Dr. Joseph Morales DVM,M,-3,,2024-02-10,2025-01-19,38997.82,9.0,jeremiah02@example.org,3289630854,
CUST6417,Hannah Moore,F,43.0,,2025-04-11,,23181.43,6.0,ivega@example.net,5034043216,InDia
CUST6418,Douglas Parks,,-4,HYDERABAD,2021-06-27,2025-04-29,34336.79,,nancy54@example.com,6330096666,Uk
CUST6419,Kyle Gregory,male,-10,,2018-03-13,,12985.99,5.0,quinnkenneth@example.org,0539780854,InDia
CUST6420,Cody Hubbard,female,47,hyderabad,2022-03-26,2022-08-28,16520.67,1.0,christopheraguilar@example.com,0608100267,canada
CUST6421,Andrew Santiago,,46,KOLKATA,2024-03-14,2022-12-10,,2.0,sawyerjerry@example.net,8289748821,Australia
CUST6422,Angel Buchanan,M,58,,2023-02-13,2022-08-05,1813.25,8.0,arogers@example.com,1077822076,uk
CUST6423,Denise Reyes,m,68.0,Kolkata,2019-02-18,2022-06-19,8861.95,6.0,kimberly08@example.com,3404271107,
CUST6424,Dennis Stewart,f,33.0,HYDERABAD,2017-10-21,2021-09-04,37705.68,4.0,welchvanessa@example.net,7941069932,INDIA
CUST6425,Christopher Wolfe,f,47,bangalore,2018-08-24,2023-04-10,32063.66,,owensmelissa@example.com,2830977877,USA
CUST6426,Vincent Bray,female,-6,,2020-08-02,2021-10-05,19780.49,6.0,james28@example.com,3744063401,
CUST6427,Teresa Erickson,f,,Hyderabad,2022-08-05,2025-02-28,45735.11,2.0,jonathan61@example.com,7256477939,
CUST6428,Curtis Stanley,FEMALE,-6,HYDERABAD,2018-02-16,2023-05-12,4596.55,8.0,vguerrero@example.com,0931319608,InDia
CUST6429,Tyler Vargas,M,-7,MUMBAI,2015-12-16,2025-10-31,36246.51,10.0,gilbertanthony@example.net,7718469524,InDia
CUST6430,Michelle Adams,male,-1,Chennai,2023-09-26,2021-01-27,7211.76,6.0,hutchinsoncynthia@example.com,1415593363,
CUST6431,Daniel Marshall,M,,DELHI,2023-10-11,2023-04-10,47398.23,2.0,hannah79@example.com,2614541348,Usa
CUST6432,Mark Prince,m,,HYDERABAD,2020-05-29,2024-01-29,24404.9,6.0,pagesummer@example.org,3009466629,INDIA
CUST6433,Rhonda Scott,female,47 years,MUMBAI,2022-06-29,2021-01-14,40875.09,7.0,beth29@example.org,1129208173,india
CUST6434,Cheryl Bauer,,,Bangalore,2019-03-19,2022-09-22,41357.59,4.0,johnsonkayla@example.org,9071185266,InDia
CUST6435,John Johnson,male,,,2022-01-23,2023-07-16,18641.32,4.0,amyshields@example.org,9825245581,canada
CUST6436,Jennifer Sims,M,-2,delhi,2022-10-20,2022-11-14,48297.24,7.0,jeremy66@example.net,4137676589,
CUST6437,Megan Fischer,female,-2,Hyderabad,2021-11-23,2024-02-10,17765.51,4.0,nelsondeborah@example.com,9346445357,uk
CUST6438,Cassandra Lewis,F,,,2016-05-20,,35702.6,,garciaemily@example.org,8876679066,AUSTRALIA
CUST6439,Emma Hale,female,,bangalore,2024-02-26,,27357.59,10.0,stephanie69@example.com,0135420980,AUSTRALIA
CUST6440,Heather Martinez,male,69.0,,2017-08-28,2021-12-04,11070.81,9.0,watkinson@example.net,5355069381,InDia
CUST6441,Joshua Carter,male,51,Hyderabad,2024-10-15,2025-01-30,12468.56,1.0,kari75@example.net,5743585832,AUSTRALIA
CUST6442,Emily Lopez,f,,KOLKATA,2017-07-12,2023-06-11,21012.4,4.0,jennifer36@example.com,0026294143,Usa
CUST6443,Kelly Booth,m,42.0,MUMBAI,2025-03-01,2024-01-04,11538.17,7.0,eric50@example.org,5538494856,Australia
CUST6444,Caleb Williams,m,45 years,MUMBAI,2021-05-20,2024-03-15,46695.86,,cynthiafreeman@example.com,3194923651,UK
CUST6445,Jamie Mitchell,,66.0,,2017-10-29,2025-05-24,32265.27,3.0,vhall@example.org,6448530728,india
CUST6446,Maria Ware,female,58,Hyderabad,2020-08-23,2024-12-15,44345.24,9.0,nwilson@example.com,5921674643,Uk
CUST6447,Kimberly Davis,m,50.0,,2021-11-19,2022-12-07,18688.37,5.0,dkelly@example.net,4857363854,InDia
CUST6448,Donald Oliver,M,55 years,chennai,2022-11-15,2024-08-22,25156.64,10.0,elizabeth36@example.net,8403874352,Uk
CUST6449,Monica Macdonald,FEMALE,40 years,Hyderabad,2018-02-19,2021-08-01,48822.77,,pamelaburgess@example.org,0587419577,
CUST6450,Jeffrey Burgess,M,58 years,kolkata,2021-07-30,2022-10-21,34574.05,1.0,rwoodward@example.org,0563350353,India
CUST6451,Gerald Ortega,female,-6,Bangalore,2018-01-30,2022-02-20,8882.41,5.0,gregorydaniel@example.com,7221654151,CANADA
CUST6452,Matthew Munoz,,41,Bangalore,2017-12-29,2025-07-19,13509.93,2.0,mallorytaylor@example.net,7676983473,AUSTRALIA
CUST6453,Rebecca Park,m,39.0,CHENNAI,2022-04-25,2025-11-27,26104.19,9.0,donna73@example.com,1258632255,CANADA
CUST6454,Jennifer Garza,M,,Kolkata,2020-07-02,2023-12-30,15131.89,7.0,amanda72@example.com,1738068270,canada
CUST6455,Jasmine Kaiser,FEMALE,,MUMBAI,2025-05-08,2023-10-03,10291.61,6.0,kenttracy@example.net,4902699460,InDia
CUST6456,John Smith,f,-4,DELHI,2023-09-12,2021-01-30,7553.61,5.0,qgillespie@example.net,5472504137,Usa
CUST6457,James Waller,male,-5,,2017-05-06,2024-01-28,20936.39,8.0,gonzalezlaura@example.com,0595364848,
CUST6458,Dennis Turner,male,68 years,hyderabad,2015-12-29,,40822.88,2.0,susan74@example.org,9620225647,
CUST6459,Kristina French,FEMALE,26,Delhi,2022-05-29,2022-12-01,35614.61,1.0,lorirodriguez@example.net,3793514281,CANADA
CUST6460,Dawn Dominguez,F,64,Delhi,2024-06-08,2025-10-31,11880.32,10.0,gweber@example.com,7328599960,CANADA
CUST6461,Justin Wu,f,-7,Hyderabad,2021-07-04,2024-04-13,18773.84,3.0,bellalexis@example.net,0148789598,
CUST6462,Ruth Howe,male,-5,Delhi,2018-10-16,2021-07-29,5852.53,3.0,melissawalker@example.net,9214360856,canada
CUST6463,Michael Turner,F,49,Kolkata,2022-06-23,2023-10-20,36585.22,10.0,martineztimothy@example.net,4234024707,InDia
CUST6464,Erica Martinez,M,69.0,CHENNAI,2016-03-13,2023-12-18,33847.63,10.0,murrayjeffrey@example.net,2120569067,usa
CUST6465,Theresa Rios,f,43.0,BANGALORE,2024-08-21,2022-11-11,23372.47,7.0,kenneth87@example.com,9699330796,InDia
CUST6466,Janet Lewis,M,64 years,chennai,2024-02-06,2023-06-19,44558.86,8.0,alexander04@example.org,1787997197,UK
CUST6467,Mary Santiago,male,-3,DELHI,2017-05-18,2022-10-26,16028.59,1.0,shieldspaula@example.net,1156414023,Uk
CUST6468,Latoya Mcdonald,,29 years,BANGALORE,2018-08-02,2022-06-17,24947.1,3.0,tammymeza@example.com,7965784239,AUSTRALIA
,Kenneth Williams,m,25 years,delhi,2020-09-04,2025-06-14,16180.08,6.0,brandonburns@example.com,1671535568,Australia
CUST6470,Caitlyn Randall,,21.0,Mumbai,2017-01-28,2024-01-06,23381.17,7.0,richard34@example.net,5071616376,Uk
CUST6471,Aaron Monroe,M,,,2023-04-10,2023-03-02,23130.87,1.0,james71@example.org,4254184686,
CUST6472,Vanessa Williams,FEMALE,,,2018-09-08,2021-04-22,49349.78,4.0,duncanerin@example.org,1999264198,
CUST6473,Kevin Cooper,,-6,hyderabad,2023-04-13,2021-09-13,41887.4,9.0,emilygriffin@example.com,4518242116,
CUST6474,Andrew Holt IV,F,18,Chennai,2018-05-01,2022-02-20,,7.0,dawn20@example.com,7716917645,India
CUST6475,Brandon Wells,,36,,2022-07-14,2025-03-10,,9.0,davisandrew@example.net,9645040885,UK
CUST6476,Jesse Rojas,FEMALE,-7,,2025-01-13,,23765.35,6.0,jeffreykerr@example.org,0288180388,INDIA
CUST6477,Brian Brown,m,-7,DELHI,2024-01-13,2024-03-31,32361.03,3.0,katrina85@example.net,5125478534,InDia
CUST6478,Dr. Sarah Clark,F,,Hyderabad,2021-02-10,2021-09-22,32549.82,2.0,skerr@example.org,5959872740,CANADA
CUST6479,Aaron Phillips MD,m,63.0,,2015-12-31,2022-06-08,45592.87,3.0,jacqueline41@example.org,8221142479,India
CUST6480,Toni Gibson,male,35 years,kolkata,2019-06-09,2022-10-19,29924.24,2.0,salinasbrittany@example.net,4485044203,Australia
,Rhonda Morrow,FEMALE,-6,HYDERABAD,2018-05-27,2024-01-31,17006.99,5.0,kmurray@example.net,0425045160,
CUST6482,Jamie Bass,f,37.0,,2021-10-01,2022-09-21,42213.67,10.0,matthewsjessica@example.net,9838407672,India
CUST6483,Joseph Weiss,,56.0,Mumbai,2019-01-27,2025-04-21,,3.0,gloverderek@example.com,1989334486,australia
CUST6484,Jason Stone,male,-2,hyderabad,2022-02-01,2023-08-02,9236.39,9.0,ndavis@example.org,1664565444,australia
CUST6485,Michael Sanchez,FEMALE,48 years,,2020-05-03,2023-02-06,44005.63,9.0,nicole19@example.com,2947724578,
CUST6486,James Warren,m,31.0,,2022-01-24,2024-04-10,45698.89,9.0,mcintyreanthony@example.com,9063475965,InDia
CUST6487,Jacqueline Bryant,f,,DELHI,2018-04-26,2023-05-26,2131.13,7.0,moniquemartinez@example.org,8014718423,
CUST6488,Ruth Castro,M,56 years,BANGALORE,2018-06-19,2021-12-22,18907.59,1.0,pgarcia@example.org,0552396209,canada
CUST6489,Ernest Payne,female,-3,DELHI,2018-01-04,,20281.74,5.0,lindsay76@example.org,3712875095,
CUST6490,John Lopez,FEMALE,49.0,,2016-02-29,2024-10-28,20179.73,10.0,charlesmontgomery@example.org,5804980460,india
CUST6491,Lisa Hogan,F,28 years,,2019-01-19,2024-08-23,40853.09,8.0,millerdavid@example.net,4893208037,AUSTRALIA
CUST6492,Cristina Bennett,male,35.0,,2025-05-08,2021-03-12,10169.56,3.0,owalker@example.org,2743537760,Usa
,Thomas Smith,M,,Mumbai,2025-03-05,2025-11-04,11897.01,6.0,robyncastillo@example.com,6677859199,InDia
CUST6494,Angela Howard,FEMALE,70 years,,2019-07-25,2022-03-15,13006.84,4.0,zhill@example.net,6514763104,india
CUST6495,Donna Hardy,male,26,delhi,2023-12-26,2021-08-22,5409.59,6.0,lisaadams@example.com,4010836584,InDia
CUST6496,John Peters,male,19,MUMBAI,2019-10-30,2022-02-27,38034.64,8.0,valentinejohn@example.org,9037843816,Uk
CUST6497,Emma Morris,f,21 years,HYDERABAD,2017-12-31,2021-12-03,23862.88,4.0,jeffrey90@example.org,8544890818,Uk
CUST6498,Kimberly Scott,FEMALE,63.0,delhi,2017-03-23,2024-12-25,49140.23,3.0,johnsonamanda@example.com,1912619833,UK
CUST6499,Nathan Saunders,female,25,Delhi,2019-01-28,2023-06-23,42898.06,2.0,angelathompson@example.org,0667428438,UK
CUST6500,Lindsey Newman,male,31 years,,2021-03-28,2021-06-05,27007.65,5.0,pearsonjason@example.net,0942110110,uk
CUST6501,Benjamin Vega,m,40 years,bangalore,2017-08-20,2024-10-29,6973.32,4.0,andersoncarla@example.net,5203927185,
CUST6502,Lauren Castaneda,female,,KOLKATA,2025-04-18,,43527.08,6.0,flemingdennis@example.com,8426121153,AUSTRALIA
CUST6503,Brett Aguilar,m,,Chennai,2021-04-15,2025-10-27,41023.04,5.0,nmcpherson@example.org,8151925978,canada
CUST6504,Kathryn Lewis,M,-2,Delhi,2017-05-25,2024-11-24,16435.59,,deannalambert@example.net,3762146938,Uk
CUST6505,Charles Watson,,,mumbai,2017-01-07,2025-05-06,36003.59,9.0,coreydiaz@example.org,8026998269,australia
CUST6506,Carrie Murray,M,26.0,DELHI,2023-06-07,2022-06-21,,10.0,alexander70@example.net,3976283154,Usa
CUST6507,William Smith,male,37,chennai,2017-05-04,2021-09-12,17582.95,3.0,rvaldez@example.org,1544411249,
,Justin Nguyen,,35 years,CHENNAI,2017-07-07,2024-09-02,45404.18,7.0,martinpeter@example.net,6694483661,
CUST6509,John Garcia,f,39 years,MUMBAI,2017-11-07,2022-05-07,24974.5,7.0,dcalderon@example.com,8020975433,InDia
CUST6510,Mr. Martin Rodriguez Jr.,f,-1,mumbai,2019-04-15,2023-03-16,4017.24,9.0,jared52@example.net,6095878076,uk
CUST6511,Jennifer Martinez,female,56 years,,2025-03-15,,32944.67,5.0,martinsanchez@example.org,7571167523,Usa
CUST6512,Vanessa Callahan,m,-10,kolkata,2016-09-07,2025-11-08,41149.4,2.0,andersonrobert@example.org,2779406754,Canada
CUST6513,Matthew Mosley,FEMALE,61 years,DELHI,2021-10-24,,13247.89,7.0,keithcox@example.net,7409393112,
CUST6514,Michelle Parker,FEMALE,68 years,Mumbai,2020-03-16,2023-08-18,14377.46,3.0,randywilkins@example.net,5898125058,Canada
CUST6515,Lisa White DDS,FEMALE,,chennai,2024-10-14,2022-01-24,43655.49,6.0,jsilva@example.org,4375135070,Usa
CUST6516,Michele Turner,,,Hyderabad,2017-02-04,2021-12-21,2308.87,2.0,christine43@example.org,4780742787,
CUST6517,Angel Barron,F,32,delhi,2019-07-01,2025-10-28,44737.54,,tiffanynielsen@example.net,2744203911,InDia
CUST6518,Brett Harris,female,,,2025-03-29,2023-03-26,30025.41,2.0,joseprince@example.com,3535486691,India
CUST6519,Paula Glover,female,20,MUMBAI,2016-02-26,2023-12-06,16225.13,2.0,jennifer13@example.com,0860164455,
CUST6520,Veronica White,FEMALE,,,2025-03-04,,47216.5,4.0,kellyli@example.net,3128661187,CANADA
CUST6521,Paula Deleon,male,39.0,,2019-01-25,2024-04-10,47198.49,7.0,keithspencer@example.com,5095767556,INDIA
CUST6522,Ryan Alexander,FEMALE,27.0,mumbai,2021-04-21,2024-11-15,17719.34,7.0,robinmarshall@example.com,7167336941,
CUST6523,Tony Hays,f,,Hyderabad,2016-05-19,2022-11-01,13162.29,2.0,rachelperkins@example.org,4477370225,Uk
CUST6524,Matthew Ryan,F,31 years,delhi,2021-03-01,2023-05-13,27064.22,5.0,danielwright@example.net,4646661082,uk
CUST6525,Rachel Snyder,f,50 years,,2022-01-14,2021-12-31,5392.5,7.0,caleb27@example.net,1745553338,
CUST6526,Gabriel Hess,m,68.0,KOLKATA,2020-03-16,2025-09-16,40317.28,4.0,jessica67@example.net,8925122245,AUSTRALIA
CUST6527,Glenn Olsen,M,-10,,2021-06-04,,43493.01,3.0,swansontheresa@example.org,6667093981,India
